source,model,scenario_id,domain,bucket,causal_pair_id,causal_branch,condition,seed,trajectory_success,action_trajectory_success,pre_gap_success,post_gap_success,belief_reporting_success,state_belief_success,response_style_success,failure_tags,model_calls,prompt_tokens,completion_tokens,total_tokens,cost,latency_s,error
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,full_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,23617,410,24027,0.0236102,114.716,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,24620,433,25053,0.0246735,84.628,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,gap_no_state_change,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20396,589,20985,0.0208563,88.186,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,gap_no_state_change,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20669,551,21220,0.0210357,65.076,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,hidden_user_action,0,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20996,543,21539,0.0213413,65.379,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,hidden_user_action,1,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,19367,522,19889,0.0196626,72.836,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,neutral_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,21267,543,21810,0.0216151,63.807,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,neutral_audio,1,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,18240,512,18752,0.018512,62.96,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,prosody_high,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,17814,515,18329,0.0180417,65.146,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,prosody_high,1,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,19166,568,19734,0.0195248,69.204,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,prosody_low,0,False,False,False,True,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,21312,559,21871,0.0216511,61.609,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,prosody_low,1,False,False,False,False,True,False,True,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,27566,698,28264,0.0282498,87.446,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,state_change_short,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,19319,524,19843,0.0196182,69.76,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,state_change_short,1,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,18746,530,19276,0.0190588,82.592,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,transcript_only,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,4818,469,5287,0.0026179,100.138,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_12to20_b1_s05,logistics,12-20,delivery:12-20:s05,aligned,transcript_only,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,5320,520,5840,0.002896,127.322,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,26146,521,26667,0.0264167,174.219,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,22575,419,22994,0.02186201,155.732,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,full_audio,0,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,24176,437,24613,0.0242381,111.832,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,25627,460,26087,0.0257452,93.738,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,gap_no_state_change,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,18167,524,18691,0.0184676,87.53,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,gap_no_state_change,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,18915,513,19428,0.0191895,65.681,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,hidden_user_action,0,False,False,False,True,True,True,,EARLY_CLUE_LOSS,15,20269,553,20822,0.0206407,65.482,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,hidden_user_action,1,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,22542,634,23176,0.0231176,64.159,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,neutral_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,19967,546,20513,0.0203226,67.438,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,neutral_audio,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,19417,518,19935,0.0197026,66.629,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,prosody_high,0,False,False,True,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,23214,607,23821,0.0236717,75.983,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,prosody_high,1,False,False,False,False,True,True,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE,15,20089,568,20657,0.0204492,66.406,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,prosody_low,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,17537,516,18053,0.0177686,59.739,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,prosody_low,1,False,False,False,False,True,False,True,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20864,562,21426,0.0212092,80.815,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,state_change_short,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,19344,532,19876,0.0196632,69.309,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,state_change_short,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,18940,521,19461,0.0192345,78.858,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,transcript_only,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,7359,724,8083,0.0040177,94.614,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b0_s05,logistics,1-2,delivery:1-2:s05,misaligned,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,5474,500,5974,0.0028922,125.504,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,23398,445,23843,0.0234773,163.255,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,24269,450,24719,0.0243622,139.776,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,full_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,25395,468,25863,0.0255346,113.47,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,24152,423,24575,0.0241777,96.313,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,gap_no_state_change,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,21719,597,22316,0.0222007,87.025,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,gap_no_state_change,1,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,19392,532,19924,0.0197126,68.926,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,hidden_user_action,0,True,True,True,True,True,True,,,15,18246,546,18792,0.0185988,74.604,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,hidden_user_action,1,False,False,False,True,True,True,,EARLY_CLUE_LOSS,15,17344,508,17852,0.0176032,64.888,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,neutral_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,19494,544,20038,0.0198432,58.958,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,neutral_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,17692,507,18199,0.0179501,66.344,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,prosody_high,0,False,False,True,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,20239,629,20868,0.0207517,73.107,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,prosody_high,1,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,19489,558,20047,0.0198242,72.501,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,prosody_low,0,False,False,False,False,True,False,True,EARLY_CLUE_LOSS;PREMATURE_CLOSE;STATE_BELIEF_ERROR,15,20218,578,20796,0.0206004,61.417,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,prosody_low,1,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,19914,565,20479,0.0202667,80.143,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,state_change_short,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20917,549,21466,0.01912334,69.967,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,state_change_short,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,18419,483,18902,0.0186157,78.244,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,transcript_only,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,5364,507,5871,0.0028767,86.026,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_b1_s05,logistics,1-2,delivery:1-2:s05,aligned,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,4767,443,5210,0.0025376,128.31,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,23980,430,24410,0.0240218,163.452,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,24034,432,24466,0.02264931,155.729,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,full_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,26365,454,26819,0.0264682,109.639,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,25219,450,25669,0.024608,90.181,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,gap_no_state_change,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,17592,488,18080,0.0178026,86.418,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,gap_no_state_change,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,21440,544,21984,0.021792,68.616,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,hidden_user_action,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20467,545,21012,0.0208201,75.983,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,hidden_user_action,1,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20121,504,20625,0.0203688,80.307,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,neutral_audio,0,False,False,False,True,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20890,502,21392,0.021137,63.519,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,neutral_audio,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,20967,558,21525,0.0213526,67.913,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,prosody_high,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,22489,592,23081,0.0229092,71.261,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,prosody_high,1,False,True,True,True,True,False,True,STATE_BELIEF_ERROR,15,24793,634,25427,0.0253154,65.424,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,prosody_low,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,15,21666,533,22199,0.0219373,73.842,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,prosody_low,1,False,False,False,False,True,True,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE,15,20912,527,21439,0.0211711,90.26,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,state_change_short,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20619,553,21172,0.0209907,69.386,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,state_change_short,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,18767,508,19275,0.0190276,81.884,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,transcript_only,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,5289,487,5776,0.0028042,98.415,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b0_s05,logistics,5-8,delivery:5-8:s05,misaligned,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,4791,469,5260,0.0026098,127.318,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,25959,438,26397,0.0260222,171.875,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,24234,428,24662,0.0242736,147.338,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,full_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,25116,432,25548,0.0251642,114.18,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,23523,445,23968,0.02287615,89.835,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,gap_no_state_change,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,22217,575,22792,0.0226451,84.099,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,gap_no_state_change,1,True,True,True,True,True,True,,,15,19895,521,20416,0.020186,70.13,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,hidden_user_action,0,True,True,True,True,True,True,,,15,21846,575,22421,0.0222713,64.811,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,hidden_user_action,1,False,False,False,True,True,True,,EARLY_CLUE_LOSS,15,20692,537,21229,0.0210251,63.088,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,neutral_audio,0,False,False,False,True,True,True,,EARLY_CLUE_LOSS,15,18472,525,18997,0.0187716,66.46,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,neutral_audio,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR;STATE_SYNC_FAILURE,15,22517,579,23096,0.0229551,66.368,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,prosody_high,0,False,False,False,True,True,True,True,EARLY_CLUE_LOSS,15,22562,595,23157,0.0229911,69.757,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,prosody_high,1,False,False,True,False,True,False,True,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,22368,593,22961,0.0227879,69.261,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,prosody_low,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,23366,593,23959,0.0237873,67.364,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,prosody_low,1,False,False,False,False,True,False,True,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,15,23966,632,24598,0.0244848,87.331,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,state_change_short,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,20644,546,21190,0.0209982,76.29,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,state_change_short,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,15,20865,553,21418,0.0212395,86.008,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,transcript_only,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,4590,411,5001,0.0024045,79.145,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_b1_s05,logistics,5-8,delivery:5-8:s05,aligned,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,15,6108,545,6653,0.0031949,124.575,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,clue_removed,0,False,False,False,False,True,False,,PREMATURE_ESCALATION;STATE_BELIEF_ERROR,15,26321,391,26712,0.0262128,288.746,
paper_results\v05\reports\complete\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_b0_s05,travel,12-20,flight:12-20:s05,misaligned,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,15,27432,444,27876,0.0274556,330.031,
