source,model,scenario_id,domain,bucket,condition,seed,trajectory_success,action_trajectory_success,pre_gap_success,post_gap_success,belief_reporting_success,state_belief_success,response_style_success,failure_tags,model_calls,prompt_tokens,completion_tokens,total_tokens,cost,latency_s,error
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,20497,331,20828,0.0204621,155.541,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,18912,320,19232,0.0188475,159.986,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,full_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,18530,296,18826,0.0184076,187.161,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,full_audio,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,20439,366,20805,0.0204902,145.706,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,gap_no_state_change,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,19503,323,19826,0.0194481,205.842,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,gap_no_state_change,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,19249,311,19560,0.0191641,181.263,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,neutral_audio,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,19038,313,19351,0.0189581,183.252,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,neutral_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,19806,316,20122,0.0197336,141.35,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,prosody_high,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PREMATURE_CLOSE;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20792,337,21129,0.0207217,173.679,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,prosody_high,1,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PREMATURE_CLOSE;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,19633,323,19956,0.0195277,170.965,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,prosody_low,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20487,366,20853,0.0204892,136.906,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,prosody_low,1,False,False,True,False,True,True,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE,14,18965,329,19294,0.0188719,40173.404,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,transcript_only,0,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,3944,368,4312,0.0021032,121.407,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_1to2_v1_s04,logistics,1-2,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,4189,370,4559,0.0021817,113.381,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,clue_removed,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,19659,350,20009,0.0196688,159.725,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,19349,318,19667,0.0192816,167.275,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,full_audio,0,True,True,True,True,True,True,,,14,19523,339,19862,0.0195053,192.567,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,full_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,19357,324,19681,0.0193046,139.297,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,gap_no_state_change,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,19028,330,19358,0.0189878,208.954,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,18869,335,19204,0.0188427,179.253,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,neutral_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,18461,324,18785,0.0184058,175.696,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,neutral_audio,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,18219,314,18533,0.0181388,142.47,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,prosody_high,0,False,False,False,False,True,False,True,EARLY_CLUE_LOSS;PREMATURE_ESCALATION;STATE_BELIEF_ERROR,14,18902,336,19238,0.0188264,179.676,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,prosody_high,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20408,342,20750,0.0203474,166.966,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,prosody_low,0,False,False,False,True,True,False,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,18491,318,18809,0.0183718,147.946,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,prosody_low,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20005,350,20355,0.0199644,40174.558,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,transcript_only,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,4735,420,5155,0.0024705,124.498,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v0_s04,logistics,5-8,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,4198,360,4558,0.0021594,116.156,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,clue_removed,0,False,False,True,False,True,True,,TIME_INFERENCE_FAILURE,14,19685,331,20016,0.0196473,166.014,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,clue_removed,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,18744,330,19074,0.0187066,166.687,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,full_audio,0,False,False,True,False,True,True,,EARLY_CLUE_LOSS,14,21188,342,21530,0.0211806,190.752,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,full_audio,1,False,False,False,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,19521,329,19850,0.0194783,147.565,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,gap_no_state_change,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,20703,341,21044,0.0206917,215.531,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,gap_no_state_change,1,False,False,False,False,True,False,,EARLY_CLUE_LOSS;PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,21896,355,22251,0.0219183,185.252,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,neutral_audio,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,21689,366,22055,0.0217388,171.82,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,neutral_audio,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,21340,334,21674,0.0213126,144.749,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,prosody_high,0,False,False,False,False,True,False,False,EARLY_CLUE_LOSS;PREMATURE_CLOSE;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,21005,361,21366,0.0209919,181.951,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,prosody_high,1,False,False,False,False,True,True,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE;TIME_INFERENCE_FAILURE,14,19163,325,19488,0.0190613,161.736,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,prosody_low,0,False,False,False,False,True,True,False,EARLY_CLUE_LOSS;PROSODY_GROUNDING_FAILURE,14,19921,363,20284,0.0199143,147.485,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,prosody_low,1,False,False,True,False,True,False,True,STATE_BELIEF_ERROR;TIME_INFERENCE_FAILURE,14,21025,349,21374,0.0209833,40213.084,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,transcript_only,0,False,False,False,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,3979,359,4338,0.0020912,127.886,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,delivery_5to8_v1_s04,logistics,5-8,transcript_only,1,False,False,False,False,True,True,,EARLY_CLUE_LOSS,14,4874,420,5294,0.0025122,112.971,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,clue_removed,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21053,328,21381,0.0209693,40207.467,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,clue_removed,1,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,26386,390,26776,0.0264573,272.746,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,full_audio,0,True,True,True,True,True,True,,,14,24505,347,24852,0.0244702,235.12,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,full_audio,1,True,True,True,True,True,True,,,14,25443,386,25829,0.0255057,177.058,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,gap_no_state_change,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21971,328,22299,0.0218859,221.123,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,23874,355,24229,0.0238564,149.3,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,24060,343,24403,0.0240152,40205.756,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,21,30681,456,31137,0.0307381,374.179,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,prosody_high,0,False,True,True,True,True,False,True,STATE_BELIEF_ERROR,14,23026,345,23371,0.0229344,197.419,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,prosody_high,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,21872,329,22201,0.0217404,206.929,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,prosody_low,0,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,22271,339,22610,0.0221644,205.324,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,prosody_low,1,False,True,True,True,True,False,True,STATE_BELIEF_ERROR,14,22981,365,23346,0.0229394,217.065,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,transcript_only,0,True,True,True,True,True,True,,,14,4343,342,4685,0.0021579,99.912,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v0_s04,travel,12-20,transcript_only,1,True,True,True,True,True,True,,,14,4507,389,4896,0.0023246,113.085,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,clue_removed,0,False,False,True,False,True,False,,EARLY_CLUE_LOSS;STATE_BELIEF_ERROR,14,21910,339,22249,0.0218552,40213.053,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,24852,415,25267,0.0249872,245.192,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,full_audio,0,True,True,True,True,True,True,,,14,24283,352,24635,0.0242607,227.4,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,full_audio,1,True,True,True,True,True,True,,,14,22355,323,22678,0.0222588,169.118,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,gap_no_state_change,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,23556,351,23907,0.0235284,228.375,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,25632,382,26014,0.0256819,178.059,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,23799,351,24150,0.0237728,152.848,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,23536,359,23895,0.0235298,40197.078,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,21562,325,21887,0.0214204,198.453,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,prosody_high,1,True,True,True,True,True,True,True,,14,26345,391,26736,0.0263684,202.057,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,prosody_low,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,24618,344,24962,0.0245253,200.251,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,prosody_low,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,24108,355,24463,0.0240414,213.994,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,transcript_only,0,True,True,True,True,True,True,,,14,4169,328,4497,0.0020707,103.424,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_12to20_v1_s04,travel,12-20,transcript_only,1,True,True,True,True,True,True,,,14,4131,319,4450,0.0020368,112.084,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,clue_removed,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,22129,341,22470,0.0220764,40200.737,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,22884,350,23234,0.0228553,265.735,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,full_audio,0,True,True,True,True,True,True,,,14,25044,396,25440,0.0251303,223.594,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,full_audio,1,True,True,True,True,True,True,,,14,23412,366,23778,0.0234247,177.176,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,gap_no_state_change,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,22035,355,22390,0.0220174,210.386,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21357,320,21677,0.0212519,153.582,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,neutral_audio,0,True,True,True,True,True,True,,,14,20884,302,21186,0.0207367,40206.208,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,neutral_audio,1,True,True,True,True,True,True,,,14,20922,330,21252,0.0208447,269.727,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,21331,336,21667,0.0212169,204.751,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,prosody_high,1,True,True,True,True,True,True,True,,14,24282,405,24687,0.0243418,193.783,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,flight_1to2_v0_s04,travel,1-2,prosody_low,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,20724,333,21057,0.0206038,197.459,
